Equal_Length,Larger_by_1,Larger_by_2,Larger_by_3,Larger_by_4,Larger_by_5,Larger_by_6,Larger_by_7,Larger_by_8,Larger_by_9,Larger_by_10,Larger_by_more_than_10
19.968424745643784,23.778895255915486,17.84001871126184,12.004443924687171,7.930846294780338,5.0890734027209295,3.4284489143569954,2.3720422562663237,1.6313881417378084,1.1908938525708495,0.8946322067594433,3.8708922932990295
