Equal_Length,Larger_by_1,Larger_by_2,Larger_by_3,Larger_by_4,Larger_by_5,Larger_by_6,Larger_by_7,Larger_by_8,Larger_by_9,Larger_by_10,Larger_by_more_than_10
22.37165243831131,27.988929170077572,20.032744708221262,12.129185670291974,6.981639574318793,3.816317779596928,2.2492496004365963,1.323431957275952,0.8537013214828675,0.584726932522512,0.44244337894203406,1.2259774685222002
