From_Category,To_Category,Percentage_of_finished_paths,Percentage_of_unfinished_paths
C0087,C0080,0.0,100.0
C0087,C0081,66.66666666666667,33.333333333333336
C0087,C0082,50.0,50.0
C0087,C0084,33.333333333333336,66.66666666666667
C0087,C0085,100.0,0.0
C0087,C0086,0.0,100.0
C0087,C0087,100.0,0.0
C0087,C0088,0.0,100.0
C0087,C0091,0.0,100.0
C0087,C0097,100.0,0.0
C0087,C0098,100.0,0.0
C0087,C0101,0.0,100.0
C0087,C0102,84.61538461538461,15.384615384615385
C0087,C0104,75.0,25.0
C0087,C0105,75.0,25.0
C0087,C0108,0.0,100.0
C0087,C0109,100.0,0.0
C0087,C0110,100.0,0.0
C0087,C0111,100.0,0.0
C0087,C0117,48.0,52.0
C0087,C0118,76.47058823529412,23.529411764705884
C0087,C0119,55.55555555555556,44.44444444444444
C0087,C0120,100.0,0.0
C0087,C0121,100.0,0.0
C0087,C0122,100.0,0.0
C0087,C0123,57.142857142857146,42.857142857142854
C0087,C0124,100.0,0.0
C0087,C0125,80.0,20.0
C0087,C0126,0.0,100.0
C0087,C0128,87.5,12.5
C0087,C0129,85.71428571428571,14.285714285714286
C0087,C0130,100.0,0.0
C0087,C0132,0.0,100.0
C0087,C0133,0.0,100.0
C0087,C0134,66.66666666666667,33.333333333333336
C0087,C0135,33.333333333333336,66.66666666666667
C0087,C0137,28.571428571428573,71.42857142857143
C0087,C0138,100.0,0.0
C0087,C0139,71.42857142857143,28.571428571428573
C0087,C0140,100.0,0.0
C0087,C0142,42.857142857142854,57.142857142857146
C0087,C0143,100.0,0.0
C0087,C0144,42.857142857142854,57.142857142857146
C0087,C0145,33.333333333333336,66.66666666666667
C0087,C0146,77.77777777777777,22.22222222222222
C0088,C0001,66.20689655172414,33.793103448275865
C0088,C0002,100.0,0.0
C0088,C0003,66.66666666666667,33.333333333333336
C0088,C0004,50.0,50.0
C0088,C0005,100.0,0.0
C0088,C0006,60.0,40.0
C0088,C0007,54.54545454545455,45.45454545454545
C0088,C0008,91.42857142857143,8.571428571428571
C0088,C0009,57.69230769230769,42.30769230769231
C0088,C0010,75.0,25.0
C0088,C0011,71.42857142857143,28.571428571428573
C0088,C0012,0.0,100.0
C0088,C0013,0.0,100.0
C0088,C0014,69.23076923076923,30.76923076923077
C0088,C0015,0.0,100.0
C0088,C0016,55.55555555555556,44.44444444444444
C0088,C0017,100.0,0.0
C0088,C0020,100.0,0.0
C0088,C0022,50.0,50.0
C0088,C0023,100.0,0.0
C0088,C0028,0.0,100.0
C0088,C0031,50.0,50.0
C0088,C0033,0.0,100.0
C0088,C0034,83.33333333333333,16.666666666666668
C0088,C0035,50.0,50.0
C0088,C0036,0.0,100.0
C0088,C0038,100.0,0.0
C0088,C0039,50.0,50.0
C0088,C0041,0.0,100.0
C0088,C0042,57.142857142857146,42.857142857142854
C0088,C0049,100.0,0.0
C0088,C0051,100.0,0.0
C0088,C0053,100.0,0.0
C0088,C0054,100.0,0.0
C0088,C0056,100.0,0.0
C0088,C0058,100.0,0.0
C0088,C0059,0.0,100.0
C0088,C0062,100.0,0.0
C0088,C0063,0.0,100.0
C0088,C0064,0.0,100.0
C0088,C0065,0.0,100.0
C0088,C0067,50.0,50.0
C0088,C0068,100.0,0.0
C0088,C0070,60.0,40.0
C0088,C0073,0.0,100.0
C0088,C0074,100.0,0.0
C0088,C0078,0.0,100.0
C0088,C0079,100.0,0.0
C0088,C0080,0.0,100.0
C0088,C0083,66.66666666666667,33.333333333333336
C0088,C0085,100.0,0.0
C0088,C0088,0.0,100.0
C0088,C0089,0.0,100.0
C0088,C0092,100.0,0.0
C0088,C0093,50.0,50.0
C0088,C0096,66.66666666666667,33.333333333333336
C0088,C0098,100.0,0.0
C0088,C0102,57.142857142857146,42.857142857142854
C0088,C0103,100.0,0.0
C0088,C0104,100.0,0.0
C0088,C0105,100.0,0.0
C0088,C0107,50.0,50.0
C0088,C0108,0.0,100.0
C0088,C0109,100.0,0.0
C0088,C0110,100.0,0.0
C0088,C0115,0.0,100.0
C0088,C0117,50.0,50.0
C0088,C0118,66.66666666666667,33.333333333333336
C0088,C0119,58.333333333333336,41.666666666666664
C0088,C0122,100.0,0.0
C0088,C0124,100.0,0.0
C0088,C0125,50.0,50.0
C0088,C0126,37.5,62.5
C0088,C0127,100.0,0.0
C0088,C0131,0.0,100.0
C0088,C0133,0.0,100.0
C0088,C0134,66.66666666666667,33.333333333333336
C0088,C0135,50.0,50.0
C0088,C0138,100.0,0.0
C0088,C0139,100.0,0.0
C0088,C0141,0.0,100.0
C0088,C0142,66.66666666666667,33.333333333333336
C0088,C0144,57.142857142857146,42.857142857142854
C0088,C0145,50.0,50.0
C0088,C0146,0.0,100.0
C0089,C0001,69.66126656848306,30.338733431516935
C0089,C0002,75.0,25.0
C0089,C0003,50.0,50.0
C0089,C0004,57.77777777777778,42.22222222222222
C0089,C0005,81.81818181818181,18.181818181818183
C0089,C0006,60.0,40.0
C0089,C0007,58.064516129032256,41.935483870967744
C0089,C0008,79.86577181208054,20.13422818791946
C0089,C0009,75.30864197530865,24.691358024691358
C0089,C0010,77.77777777777777,22.22222222222222
C0089,C0011,54.54545454545455,45.45454545454545
C0089,C0012,75.0,25.0
C0089,C0013,63.1578947368421,36.8421052631579
C0089,C0014,70.27027027027027,29.72972972972973
C0089,C0015,69.23076923076923,30.76923076923077
C0089,C0016,68.88888888888889,31.11111111111111
C0089,C0017,75.0,25.0
C0089,C0020,0.0,100.0
C0089,C0021,50.0,50.0
C0089,C0022,100.0,0.0
C0089,C0023,20.0,80.0
C0089,C0024,0.0,100.0
C0089,C0025,0.0,100.0
C0089,C0026,0.0,100.0
C0089,C0027,0.0,100.0
C0089,C0028,100.0,0.0
C0089,C0029,72.72727272727273,27.272727272727273
C0089,C0030,100.0,0.0
C0089,C0031,73.33333333333333,26.666666666666668
C0089,C0032,50.0,50.0
C0089,C0033,75.0,25.0
C0089,C0034,55.0,45.0
C0089,C0035,33.333333333333336,66.66666666666667
C0089,C0036,100.0,0.0
C0089,C0037,100.0,0.0
C0089,C0038,55.55555555555556,44.44444444444444
C0089,C0039,80.0,20.0
C0089,C0040,50.0,50.0
C0089,C0041,33.333333333333336,66.66666666666667
C0089,C0042,53.333333333333336,46.666666666666664
C0089,C0043,25.0,75.0
C0089,C0044,33.333333333333336,66.66666666666667
C0089,C0045,75.0,25.0
C0089,C0046,100.0,0.0
C0089,C0047,100.0,0.0
C0089,C0048,0.0,100.0
C0089,C0049,100.0,0.0
C0089,C0051,90.9090909090909,9.090909090909092
C0089,C0052,92.3076923076923,7.6923076923076925
C0089,C0053,71.42857142857143,28.571428571428573
C0089,C0054,58.333333333333336,41.666666666666664
C0089,C0055,71.42857142857143,28.571428571428573
C0089,C0056,87.5,12.5
C0089,C0057,90.9090909090909,9.090909090909092
C0089,C0058,70.0,30.0
C0089,C0059,66.66666666666667,33.333333333333336
C0089,C0060,100.0,0.0
C0089,C0061,50.0,50.0
C0089,C0062,92.3076923076923,7.6923076923076925
C0089,C0063,0.0,100.0
C0089,C0064,0.0,100.0
C0089,C0065,55.55555555555556,44.44444444444444
C0089,C0067,79.3103448275862,20.689655172413794
C0089,C0068,83.33333333333333,16.666666666666668
C0089,C0070,80.0,20.0
C0089,C0071,50.0,50.0
C0089,C0072,100.0,0.0
C0089,C0073,100.0,0.0
C0089,C0074,62.5,37.5
C0089,C0075,100.0,0.0
C0089,C0076,0.0,100.0
C0089,C0077,100.0,0.0
C0089,C0078,83.33333333333333,16.666666666666668
C0089,C0079,60.0,40.0
C0089,C0080,50.0,50.0
C0089,C0081,100.0,0.0
C0089,C0082,0.0,100.0
C0089,C0083,33.333333333333336,66.66666666666667
C0089,C0084,25.0,75.0
C0089,C0085,33.333333333333336,66.66666666666667
C0089,C0086,50.0,50.0
C0089,C0087,80.0,20.0
C0089,C0088,100.0,0.0
C0089,C0089,50.0,50.0
C0089,C0090,50.0,50.0
C0089,C0091,0.0,100.0
C0089,C0092,100.0,0.0
C0089,C0093,0.0,100.0
C0089,C0094,100.0,0.0
C0089,C0097,80.0,20.0
C0089,C0098,70.0,30.0
C0089,C0099,0.0,100.0
C0089,C0101,100.0,0.0
C0089,C0102,100.0,0.0
C0089,C0103,50.0,50.0
C0089,C0104,100.0,0.0
C0089,C0105,88.23529411764706,11.764705882352942
C0089,C0106,100.0,0.0
C0089,C0107,50.0,50.0
C0089,C0108,0.0,100.0
C0089,C0109,90.9090909090909,9.090909090909092
C0089,C0110,42.857142857142854,57.142857142857146
C0089,C0111,50.0,50.0
C0089,C0112,100.0,0.0
C0089,C0113,0.0,100.0
C0089,C0114,100.0,0.0
C0089,C0115,50.0,50.0
C0089,C0117,65.4320987654321,34.5679012345679
C0089,C0118,65.51724137931035,34.48275862068966
C0089,C0119,81.3953488372093,18.6046511627907
C0089,C0120,100.0,0.0
C0089,C0121,85.71428571428571,14.285714285714286
C0089,C0122,72.72727272727273,27.272727272727273
C0089,C0123,75.0,25.0
C0089,C0124,77.77777777777777,22.22222222222222
C0089,C0125,66.66666666666667,33.333333333333336
C0089,C0126,83.33333333333333,16.666666666666668
C0089,C0127,0.0,100.0
C0089,C0128,75.0,25.0
C0089,C0129,46.666666666666664,53.333333333333336
C0089,C0130,93.75,6.25
C0089,C0132,0.0,100.0
C0089,C0133,69.23076923076923,30.76923076923077
C0089,C0134,0.0,100.0
C0089,C0135,77.77777777777777,22.22222222222222
C0089,C0136,0.0,100.0
C0089,C0137,53.333333333333336,46.666666666666664
C0089,C0138,57.142857142857146,42.857142857142854
C0089,C0139,78.26086956521739,21.73913043478261
C0089,C0140,53.84615384615385,46.15384615384615
C0089,C0141,100.0,0.0
C0089,C0142,66.66666666666667,33.333333333333336
C0089,C0143,100.0,0.0
C0089,C0144,85.0,15.0
C0089,C0146,100.0,0.0
C0090,C0001,74.81751824817518,25.182481751824817
C0090,C0003,66.66666666666667,33.333333333333336
C0090,C0004,76.92307692307692,23.076923076923077
C0090,C0005,92.85714285714286,7.142857142857143
C0090,C0006,42.857142857142854,57.142857142857146
C0090,C0007,62.06896551724138,37.93103448275862
C0090,C0008,83.33333333333333,16.666666666666668
C0090,C0009,69.56521739130434,30.434782608695652
C0090,C0010,66.66666666666667,33.333333333333336
C0090,C0011,22.22222222222222,77.77777777777777
C0090,C0012,100.0,0.0
C0090,C0013,100.0,0.0
C0090,C0014,77.77777777777777,22.22222222222222
C0090,C0015,50.0,50.0
C0090,C0016,81.81818181818181,18.181818181818183
C0090,C0019,0.0,100.0
C0090,C0021,100.0,0.0
C0090,C0022,0.0,100.0
C0090,C0024,0.0,100.0
C0090,C0025,0.0,100.0
C0090,C0026,100.0,0.0
C0090,C0027,100.0,0.0
C0090,C0028,100.0,0.0
C0090,C0031,83.33333333333333,16.666666666666668
C0090,C0034,40.0,60.0
C0090,C0035,50.0,50.0
C0090,C0037,100.0,0.0
C0090,C0038,0.0,100.0
C0090,C0039,66.66666666666667,33.333333333333336
C0090,C0041,100.0,0.0
C0090,C0042,55.55555555555556,44.44444444444444
C0090,C0045,62.5,37.5
C0090,C0046,100.0,0.0
C0090,C0048,50.0,50.0
C0090,C0049,87.5,12.5
C0090,C0051,83.33333333333333,16.666666666666668
C0090,C0052,80.0,20.0
C0090,C0053,84.61538461538461,15.384615384615385
C0090,C0054,80.0,20.0
C0090,C0055,90.9090909090909,9.090909090909092
C0090,C0056,66.66666666666667,33.333333333333336
C0090,C0057,100.0,0.0
C0090,C0058,100.0,0.0
C0090,C0059,100.0,0.0
C0090,C0062,33.333333333333336,66.66666666666667
C0090,C0064,50.0,50.0
C0090,C0065,90.0,10.0
C0090,C0067,83.33333333333333,16.666666666666668
C0090,C0068,100.0,0.0
C0090,C0070,33.333333333333336,66.66666666666667
C0090,C0072,0.0,100.0
C0090,C0073,0.0,100.0
C0090,C0076,80.0,20.0
C0090,C0078,0.0,100.0
C0090,C0080,0.0,100.0
C0090,C0081,50.0,50.0
C0090,C0083,0.0,100.0
C0090,C0085,33.333333333333336,66.66666666666667
C0090,C0086,0.0,100.0
C0090,C0087,100.0,0.0
C0090,C0090,100.0,0.0
C0090,C0092,91.66666666666667,8.333333333333334
C0090,C0093,50.0,50.0
C0090,C0096,88.88888888888889,11.11111111111111
C0090,C0098,66.66666666666667,33.333333333333336
C0090,C0099,0.0,100.0
C0090,C0102,100.0,0.0
C0090,C0103,66.66666666666667,33.333333333333336
C0090,C0105,87.5,12.5
C0090,C0108,0.0,100.0
C0090,C0109,100.0,0.0
C0090,C0110,100.0,0.0
C0090,C0113,50.0,50.0
C0090,C0115,100.0,0.0
C0090,C0116,0.0,100.0
C0090,C0117,82.85714285714286,17.142857142857142
C0090,C0118,84.21052631578948,15.789473684210526
C0090,C0119,79.16666666666667,20.833333333333332
C0090,C0120,0.0,100.0
C0090,C0121,83.33333333333333,16.666666666666668
C0090,C0122,100.0,0.0
C0090,C0123,100.0,0.0
C0090,C0124,100.0,0.0
C0090,C0125,100.0,0.0
C0090,C0126,75.0,25.0
C0090,C0127,100.0,0.0
C0090,C0129,75.0,25.0
C0090,C0130,100.0,0.0
C0090,C0132,100.0,0.0
C0090,C0133,81.25,18.75
C0090,C0134,100.0,0.0
C0090,C0135,77.77777777777777,22.22222222222222
C0090,C0136,100.0,0.0
C0090,C0138,100.0,0.0
C0090,C0139,82.3529411764706,17.647058823529413
C0090,C0140,100.0,0.0
C0090,C0143,100.0,0.0
C0090,C0144,75.0,25.0
C0090,C0145,100.0,0.0
C0090,C0146,50.0,50.0
C0091,C0001,70.15873015873017,29.841269841269842
C0091,C0002,50.0,50.0
C0091,C0003,100.0,0.0
C0091,C0004,64.28571428571429,35.714285714285715
C0091,C0005,100.0,0.0
C0091,C0006,65.21739130434783,34.78260869565217
C0091,C0007,60.869565217391305,39.130434782608695
C0091,C0008,81.81818181818181,18.181818181818183
C0091,C0009,54.54545454545455,45.45454545454545
C0091,C0010,50.0,50.0
C0091,C0011,50.0,50.0
C0091,C0012,100.0,0.0
C0091,C0013,60.0,40.0
C0091,C0014,70.37037037037037,29.62962962962963
C0091,C0015,93.33333333333333,6.666666666666667
C0091,C0016,68.90756302521008,31.092436974789916
C0091,C0017,50.0,50.0
C0091,C0019,100.0,0.0
C0091,C0021,100.0,0.0
C0091,C0026,50.0,50.0
C0091,C0028,100.0,0.0
C0091,C0031,50.0,50.0
C0091,C0032,100.0,0.0
C0091,C0033,50.0,50.0
C0091,C0034,68.42105263157895,31.57894736842105
C0091,C0035,50.0,50.0
C0091,C0039,50.0,50.0
C0091,C0041,100.0,0.0
C0091,C0042,57.142857142857146,42.857142857142854
C0091,C0043,40.0,60.0
C0091,C0045,66.66666666666667,33.333333333333336
C0091,C0047,75.0,25.0
C0091,C0048,100.0,0.0
C0091,C0049,100.0,0.0
C0091,C0051,92.85714285714286,7.142857142857143
C0091,C0052,81.81818181818181,18.181818181818183
C0091,C0053,70.0,30.0
C0091,C0054,83.33333333333333,16.666666666666668
C0091,C0055,85.71428571428571,14.285714285714286
C0091,C0056,100.0,0.0
C0091,C0058,100.0,0.0
C0091,C0059,0.0,100.0
C0091,C0060,100.0,0.0
C0091,C0061,75.0,25.0
C0091,C0062,100.0,0.0
C0091,C0064,50.0,50.0
C0091,C0065,0.0,100.0
C0091,C0067,66.66666666666667,33.333333333333336
C0091,C0068,40.0,60.0
C0091,C0070,100.0,0.0
C0091,C0071,0.0,100.0
C0091,C0072,100.0,0.0
C0091,C0073,0.0,100.0
C0091,C0078,100.0,0.0
C0091,C0079,0.0,100.0
C0091,C0080,0.0,100.0
C0091,C0081,0.0,100.0
C0091,C0084,85.71428571428571,14.285714285714286
C0091,C0085,0.0,100.0
C0091,C0088,100.0,0.0
C0091,C0089,50.0,50.0
C0091,C0090,0.0,100.0
C0091,C0092,50.0,50.0
C0091,C0093,50.0,50.0
C0091,C0098,100.0,0.0
C0091,C0099,0.0,100.0
C0091,C0101,0.0,100.0
C0091,C0102,80.0,20.0
C0091,C0104,100.0,0.0
C0091,C0105,100.0,0.0
C0091,C0106,100.0,0.0
C0091,C0107,100.0,0.0
C0091,C0108,0.0,100.0
C0091,C0109,75.0,25.0
C0091,C0111,100.0,0.0
C0091,C0112,80.0,20.0
C0091,C0114,66.66666666666667,33.333333333333336
C0091,C0117,60.869565217391305,39.130434782608695
C0091,C0118,90.47619047619048,9.523809523809524
C0091,C0119,67.3076923076923,32.69230769230769
C0091,C0120,100.0,0.0
C0091,C0121,100.0,0.0
C0091,C0122,100.0,0.0
C0091,C0123,100.0,0.0
C0091,C0125,66.66666666666667,33.333333333333336
C0091,C0126,100.0,0.0
C0091,C0127,0.0,100.0
C0091,C0128,100.0,0.0
C0091,C0129,100.0,0.0
C0091,C0131,33.333333333333336,66.66666666666667
C0091,C0132,60.0,40.0
C0091,C0133,57.142857142857146,42.857142857142854
C0091,C0134,60.0,40.0
C0091,C0135,75.0,25.0
C0091,C0136,0.0,100.0
C0091,C0137,57.142857142857146,42.857142857142854
C0091,C0138,50.0,50.0
C0091,C0139,94.73684210526316,5.2631578947368425
C0091,C0143,81.81818181818181,18.181818181818183
C0091,C0144,54.83870967741935,45.16129032258065
C0091,C0145,0.0,100.0
C0091,C0146,100.0,0.0
C0092,C0001,68.42105263157895,31.57894736842105
C0092,C0002,100.0,0.0
C0092,C0003,72.72727272727273,27.272727272727273
C0092,C0004,64.70588235294117,35.294117647058826
C0092,C0005,87.87878787878788,12.121212121212121
C0092,C0006,66.66666666666667,33.333333333333336
C0092,C0007,46.42857142857143,53.57142857142857
C0092,C0008,83.1858407079646,16.8141592920354
C0092,C0009,64.0,36.0
C0092,C0010,75.0,25.0
C0092,C0011,50.0,50.0
C0092,C0012,50.0,50.0
C0092,C0013,57.142857142857146,42.857142857142854
C0092,C0014,53.57142857142857,46.42857142857143
C0092,C0015,80.0,20.0
C0092,C0016,64.78873239436619,35.2112676056338
C0092,C0017,100.0,0.0
C0092,C0019,83.33333333333333,16.666666666666668
C0092,C0020,50.0,50.0
C0092,C0021,66.66666666666667,33.333333333333336
C0092,C0023,0.0,100.0
C0092,C0026,0.0,100.0
C0092,C0027,0.0,100.0
C0092,C0028,100.0,0.0
C0092,C0030,100.0,0.0
C0092,C0031,62.5,37.5
C0092,C0033,100.0,0.0
C0092,C0034,0.0,100.0
C0092,C0035,66.66666666666667,33.333333333333336
C0092,C0037,0.0,100.0
C0092,C0038,50.0,50.0
C0092,C0040,0.0,100.0
C0092,C0041,40.0,60.0
C0092,C0042,60.0,40.0
C0092,C0043,0.0,100.0
C0092,C0044,60.0,40.0
C0092,C0045,33.333333333333336,66.66666666666667
C0092,C0046,100.0,0.0
C0092,C0047,0.0,100.0
C0092,C0048,66.66666666666667,33.333333333333336
C0092,C0049,87.5,12.5
C0092,C0050,100.0,0.0
C0092,C0051,69.23076923076923,30.76923076923077
C0092,C0052,100.0,0.0
C0092,C0053,94.11764705882354,5.882352941176471
C0092,C0054,100.0,0.0
C0092,C0055,77.77777777777777,22.22222222222222
C0092,C0056,55.55555555555556,44.44444444444444
C0092,C0057,75.0,25.0
C0092,C0058,100.0,0.0
C0092,C0059,91.66666666666667,8.333333333333334
C0092,C0060,100.0,0.0
C0092,C0062,70.0,30.0
C0092,C0063,100.0,0.0
C0092,C0065,60.0,40.0
C0092,C0067,80.0,20.0
C0092,C0068,50.0,50.0
C0092,C0069,50.0,50.0
C0092,C0070,50.0,50.0
C0092,C0071,50.0,50.0
C0092,C0072,100.0,0.0
C0092,C0073,50.0,50.0
C0092,C0074,75.0,25.0
C0092,C0076,66.66666666666667,33.333333333333336
C0092,C0079,100.0,0.0
C0092,C0080,0.0,100.0
C0092,C0081,100.0,0.0
C0092,C0083,100.0,0.0
C0092,C0084,0.0,100.0
C0092,C0085,0.0,100.0
C0092,C0086,0.0,100.0
C0092,C0087,100.0,0.0
C0092,C0088,0.0,100.0
C0092,C0089,50.0,50.0
C0092,C0090,100.0,0.0
C0092,C0091,0.0,100.0
C0092,C0092,100.0,0.0
C0092,C0096,100.0,0.0
C0092,C0097,100.0,0.0
C0092,C0098,42.857142857142854,57.142857142857146
C0092,C0102,100.0,0.0
C0092,C0103,50.0,50.0
C0092,C0104,100.0,0.0
C0092,C0105,57.142857142857146,42.857142857142854
C0092,C0108,66.66666666666667,33.333333333333336
C0092,C0110,0.0,100.0
C0092,C0111,100.0,0.0
C0092,C0112,100.0,0.0
C0092,C0114,100.0,0.0
C0092,C0115,100.0,0.0
C0092,C0116,57.142857142857146,42.857142857142854
C0092,C0117,53.65853658536585,46.34146341463415
C0092,C0118,84.61538461538461,15.384615384615385
C0092,C0119,76.47058823529412,23.529411764705884
C0092,C0120,100.0,0.0
C0092,C0121,75.0,25.0
C0092,C0122,100.0,0.0
C0092,C0123,85.71428571428571,14.285714285714286
C0092,C0124,100.0,0.0
C0092,C0126,66.66666666666667,33.333333333333336
C0092,C0128,100.0,0.0
C0092,C0129,100.0,0.0
C0092,C0130,50.0,50.0
C0092,C0133,53.333333333333336,46.666666666666664
C0092,C0134,50.0,50.0
C0092,C0135,40.0,60.0
C0092,C0137,75.0,25.0
C0092,C0139,77.77777777777777,22.22222222222222
C0092,C0140,100.0,0.0
C0092,C0143,87.5,12.5
C0092,C0144,75.0,25.0
C0092,C0145,0.0,100.0
C0093,C0001,66.22073578595318,33.779264214046826
C0093,C0002,66.66666666666667,33.333333333333336
C0093,C0003,40.0,60.0
C0093,C0004,81.81818181818181,18.181818181818183
C0093,C0005,70.37037037037037,29.62962962962963
C0093,C0006,25.0,75.0
C0093,C0007,35.0,65.0
C0093,C0008,81.44329896907216,18.556701030927837
C0093,C0009,63.63636363636363,36.36363636363637
C0093,C0010,87.5,12.5
C0093,C0011,77.77777777777777,22.22222222222222
C0093,C0012,0.0,100.0
C0093,C0013,63.63636363636363,36.36363636363637
C0093,C0014,65.625,34.375
C0093,C0015,81.81818181818181,18.181818181818183
C0093,C0016,54.54545454545455,45.45454545454545
C0093,C0017,66.66666666666667,33.333333333333336
C0093,C0019,50.0,50.0
C0093,C0020,50.0,50.0
C0093,C0022,0.0,100.0
C0093,C0023,100.0,0.0
C0093,C0025,100.0,0.0
C0093,C0026,100.0,0.0
C0093,C0028,100.0,0.0
C0093,C0031,60.0,40.0
C0093,C0032,0.0,100.0
C0093,C0033,100.0,0.0
C0093,C0034,0.0,100.0
C0093,C0035,66.66666666666667,33.333333333333336
C0093,C0036,0.0,100.0
C0093,C0039,0.0,100.0
C0093,C0040,100.0,0.0
C0093,C0042,0.0,100.0
C0093,C0043,20.0,80.0
C0093,C0045,100.0,0.0
C0093,C0046,0.0,100.0
C0093,C0047,100.0,0.0
C0093,C0048,60.0,40.0
C0093,C0049,80.0,20.0
C0093,C0051,76.19047619047619,23.80952380952381
C0093,C0052,100.0,0.0
C0093,C0053,85.71428571428571,14.285714285714286
C0093,C0054,100.0,0.0
C0093,C0055,75.0,25.0
C0093,C0056,76.92307692307692,23.076923076923077
C0093,C0057,50.0,50.0
C0093,C0058,100.0,0.0
C0093,C0059,100.0,0.0
C0093,C0060,100.0,0.0
C0093,C0061,80.0,20.0
C0093,C0062,88.88888888888889,11.11111111111111
C0093,C0064,66.66666666666667,33.333333333333336
C0093,C0065,66.66666666666667,33.333333333333336
C0093,C0067,71.42857142857143,28.571428571428573
C0093,C0068,100.0,0.0
C0093,C0070,0.0,100.0
C0093,C0071,0.0,100.0
C0093,C0072,0.0,100.0
C0093,C0073,0.0,100.0
C0093,C0074,75.0,25.0
C0093,C0075,100.0,0.0
C0093,C0076,100.0,0.0
C0093,C0078,100.0,0.0
C0093,C0079,0.0,100.0
C0093,C0080,33.333333333333336,66.66666666666667
C0093,C0081,100.0,0.0
C0093,C0083,100.0,0.0
C0093,C0085,100.0,0.0
C0093,C0086,100.0,0.0
C0093,C0087,100.0,0.0
C0093,C0088,100.0,0.0
C0093,C0089,62.5,37.5
C0093,C0090,0.0,100.0
C0093,C0092,50.0,50.0
C0093,C0093,71.42857142857143,28.571428571428573
C0093,C0096,50.0,50.0
C0093,C0097,0.0,100.0
C0093,C0098,0.0,100.0
C0093,C0099,0.0,100.0
C0093,C0101,100.0,0.0
C0093,C0102,100.0,0.0
C0093,C0104,0.0,100.0
C0093,C0105,100.0,0.0
C0093,C0108,33.333333333333336,66.66666666666667
C0093,C0109,83.33333333333333,16.666666666666668
C0093,C0115,100.0,0.0
C0093,C0116,50.0,50.0
C0093,C0117,41.86046511627907,58.13953488372093
C0093,C0118,77.77777777777777,22.22222222222222
C0093,C0119,64.70588235294117,35.294117647058826
C0093,C0120,66.66666666666667,33.333333333333336
C0093,C0121,55.55555555555556,44.44444444444444
C0093,C0122,66.66666666666667,33.333333333333336
C0093,C0123,71.42857142857143,28.571428571428573
C0093,C0124,100.0,0.0
C0093,C0125,100.0,0.0
C0093,C0126,0.0,100.0
C0093,C0127,0.0,100.0
C0093,C0128,100.0,0.0
C0093,C0129,37.5,62.5
C0093,C0130,33.333333333333336,66.66666666666667
C0093,C0131,100.0,0.0
C0093,C0132,60.0,40.0
C0093,C0133,25.0,75.0
C0093,C0134,40.0,60.0
C0093,C0135,45.45454545454545,54.54545454545455
C0093,C0137,16.666666666666668,83.33333333333333
C0093,C0138,100.0,0.0
C0093,C0139,78.57142857142857,21.428571428571427
C0093,C0141,0.0,100.0
C0093,C0142,50.0,50.0
C0093,C0143,100.0,0.0
C0093,C0144,58.333333333333336,41.666666666666664
C0093,C0145,100.0,0.0
C0093,C0146,100.0,0.0
C0094,C0001,75.22123893805309,24.778761061946902
C0094,C0003,50.0,50.0
C0094,C0004,88.88888888888889,11.11111111111111
C0094,C0005,100.0,0.0
C0094,C0006,50.0,50.0
C0094,C0007,54.54545454545455,45.45454545454545
C0094,C0008,80.64516129032258,19.35483870967742
C0094,C0009,81.25,18.75
C0094,C0011,28.571428571428573,71.42857142857143
C0094,C0012,100.0,0.0
C0094,C0013,66.66666666666667,33.333333333333336
C0094,C0014,80.0,20.0
C0094,C0015,66.66666666666667,33.333333333333336
C0094,C0016,88.0,12.0
C0094,C0021,100.0,0.0
C0094,C0022,0.0,100.0
C0094,C0030,100.0,0.0
C0094,C0031,87.5,12.5
C0094,C0034,33.333333333333336,66.66666666666667
C0094,C0035,100.0,0.0
C0094,C0041,0.0,100.0
C0094,C0042,57.142857142857146,42.857142857142854
C0094,C0043,100.0,0.0
C0094,C0045,100.0,0.0
C0094,C0048,0.0,100.0
C0094,C0050,100.0,0.0
C0094,C0051,100.0,0.0
C0094,C0053,100.0,0.0
C0094,C0055,100.0,0.0
C0094,C0056,0.0,100.0
C0094,C0057,50.0,50.0
C0094,C0058,75.0,25.0
C0094,C0059,50.0,50.0
C0094,C0061,100.0,0.0
C0094,C0062,75.0,25.0
C0094,C0063,100.0,0.0
C0094,C0065,50.0,50.0
C0094,C0066,0.0,100.0
C0094,C0067,100.0,0.0
C0094,C0068,100.0,0.0
C0094,C0070,50.0,50.0
C0094,C0072,100.0,0.0
C0094,C0073,83.33333333333333,16.666666666666668
C0094,C0074,100.0,0.0
C0094,C0081,50.0,50.0
C0094,C0083,0.0,100.0
C0094,C0085,25.0,75.0
C0094,C0088,100.0,0.0
C0094,C0089,0.0,100.0
C0094,C0093,0.0,100.0
C0094,C0099,100.0,0.0
C0094,C0102,100.0,0.0
C0094,C0103,100.0,0.0
C0094,C0105,100.0,0.0
C0094,C0108,50.0,50.0
C0094,C0113,0.0,100.0
C0094,C0114,100.0,0.0
C0094,C0117,81.25,18.75
C0094,C0118,100.0,0.0
C0094,C0119,100.0,0.0
C0094,C0121,100.0,0.0
C0094,C0122,100.0,0.0
C0094,C0126,100.0,0.0
C0094,C0129,50.0,50.0
C0094,C0132,100.0,0.0
C0094,C0133,100.0,0.0
